,Unnamed: 0,Date,User,Tweet,English
62,62,2022-10-17 05:17:29+00:00,yu_renovation,"【ひとのこころ】
わかっていても執着する
わかっていても欲が出る

頭ではわかっているものの、人間の感情はうつろいやすく、同じ過ちを繰り返すことがあります。

#慈眼寺　#塩沼亮潤　#wellbeing  #地方創生　#セルフケア　#メンタルヘルス　#寛容性　#執着を捨てる  #丁寧な暮らし https://t.co/MiepERWdFY","[People's Heart]
Obsessed even if you know
Even if I understand it, I still want it

Even though we know it in our heads, our emotions are fickle and we may repeat the same mistakes.

#Jigenji Temple #Ryojun Shionuma #wellbeing #local creation #self care #mental health #tolerance #throw away obsession #polite living https://t.co/MiepERWdFY"
63,63,2022-10-12 23:56:00+00:00,saenoyu,"地方と都会を『つなげる』リノベーション
20年前に卒業制作で描いた私の夢に時代が追いついてきた！！

一緒にかたちにしたい経営者の方、行政担当の方、ご連絡お待ちしています。

#リノベーション
#リノベーションコーディネーター
#地方創生
#移住","Renovation that “connects” rural areas and cities
The times have caught up with the dream I drew in my graduation project 20 years ago! !

We are looking forward to hearing from business owners and administrative staff who want to shape it together.

#renovation
#renovation coordinator
#Regional revitalization
#migration"
64,64,2022-10-09 02:26:30+00:00,kitakota_,"地方創生は遊びが大切。
そんなことを考えてた時に、こんな素敵なクラファン始まってました！

僕はサコッシュを選ばせて貰いましたー！","Play is important for regional revitalization.
When I was thinking about that, such a wonderful fan started!

I chose sacoche!"
65,65,2022-10-08 03:02:18+00:00,contents_manage,"昔、起業家ノミカタっていう、失敗した起業家と地方創生ビジネスをマッチングしようとした私見参。
サービスリリースしなかったけど、これは絶対真実。","A long time ago, I saw an entrepreneur, Nomikata, who tried to match a failed entrepreneur with a local revitalization business.
I didn't release the service, but this is absolutely true."
66,66,2022-10-07 14:04:40+00:00,kitakota_,"【プロモーション】
毎月27,500円（税込)で全国47拠点全てを予約可能な限り、何泊でもできるLivingAnywhereCommons！

追加料金でお部屋のアップグレードも〆

興味ある人はDMください。
詳しくはこちら⤵️

https://t.co/HejUjks6ur

#地方創生
#地域活性化
#多拠点居住
#ワーケーション","【promotion】
LivingAnywhereCommons allows you to stay as many nights as you like as long as you can reserve all 47 bases nationwide for 27,500 yen (tax included) every month!

Room upgrade available for an additional fee

DM me if you are interested.
Click here for details⤵️

https://t.co/HejUjks6ur

#Regional revitalization
#Regional activation
#multi-site residence
#Workation"
67,67,2022-10-06 22:28:16+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220904 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット）　ゲスト：宇賀なつみ（フリーアナウンサー） (地方創生プログラム　ONE-J) https://t.co/f6bv0534BS,#Nowplaying Regional Revitalization Program ONE-J 20220904 - Yuika Motokariya/Shinji Saito (Jungle Pocket) Guest: Natsumi Uga (Free Announcer) (Regional Revitalization Program ONE-J) https://t.co/f6bv0534BS
68,68,2022-10-06 14:49:40+00:00,kitakota_,"地域活性化や地方創生について、僕なりのキーワード

#自分が役に立つ実感
関わりシロと言っても良いかも

実感するために必要な受け皿は
#居てくれてありがとうという寛容さ
#中長期滞在できる環境

これが揃ってると、勝手に人が集まって物事が主体的に動き始めてる。","My own keywords for regional revitalization and regional revitalization

# Realization that I am useful
It may be said that it is related Shiro

The saucer necessary to realize
#Tolerance to say thank you for being here
#Environment for medium- and long-term stays

When this is complete, people gather and things start to move independently."
69,69,2022-10-05 02:33:28+00:00,ozv_recruit,"まだ募集枠に余裕もあるようなので、興味のある方はぜひエントリーください！！！
#新卒 #24卒 #24卒就活 #就活 #就活生 #就活生と繋がりたい
#事業作り #地域創生 #インターン #インターンシップ #地方創生 #ビジコン #ビジネスプランコンテスト #香川県 #東かがわ市 #大学生 #学生起業 #起業","It seems that there is still room for the recruitment frame, so if you are interested, please enter! ! !
#New graduates #24 graduates #24 graduate job hunting #job hunting #job hunting students #I want to connect with job hunting students
#Business making #regional revitalization #intern #internship #regional revitalization #business plan contest #kagawa prefecture #higashikagawa city #university student #student entrepreneurship #entrepreneurship"
70,70,2022-10-05 02:24:46+00:00,ozv_recruit,"まだ募集枠に余裕もあるようなので、興味のある方はぜひエントリーください！！！
#新卒 #24卒 #24卒就活 #就活 #就活生 #就活生と繋がりたい
#事業作り #地域創生 #インターン #インターンシップ #地方創生 #ビジコン #ビジネスプランコンテスト #香川県 #東かがわ市 #大学生 #学生起業 #起業","It seems that there is still room for the recruitment frame, so if you are interested, please enter! ! !
#New graduates #24 graduates #24 graduate job hunting #job hunting #job hunting students #I want to connect with job hunting students
#Business making #regional revitalization #intern #internship #regional revitalization #business plan contest #kagawa prefecture #higashikagawa city #university student #student entrepreneurship #entrepreneurship"
71,71,2022-10-05 02:22:48+00:00,ozv_recruit,"【24卒学生必見イベント🔥】
地方創生✖️事業開発で地域課題を解決する合宿型ビジコン「BIZCAMP」が香川県東かがわ市で開催🍂
「地域のために貢献できるような事業を創り上げたい」
そんな想いのある大学生や若手社会人は是非ご参加ください！！
#24卒 #24卒と繋がりたい

https://t.co/EUt7fHYNsA https://t.co/Kns9Yzcd9z","[Must-see event for 24 graduates🔥]
Regional Revitalization ✖️ A training camp type business contest ""BIZCAMP"" to solve regional issues through business development will be held in Higashikagawa City, Kagawa Prefecture🍂
“I want to create a business that can contribute to the community.”
Please join us if you are a college student or young social worker who has such a feeling! !
I want to connect with #24 graduates #24 graduates

https://t.co/EUt7fHYNsA https://t.co/Kns9Yzcd9z"
72,72,2022-10-03 16:32:13+00:00,_ayonsan_,"面白い取り組み🙌🙌
子豚ちゃんの成長記録ののち出荷と一連を体験出来きるの貴重！

NfTでなくとも実現は出来るが、新しい技術を取り入れることで体験に厚みが増す気がする

愛しさと切なさと心強さと🐷

#nft
#地方創生","Interesting initiative 🙌🙌
It's precious to be able to experience a series of shipping and shipping after the growth record of the piglets!

It can be realized without NfT, but I feel that incorporating new technology will increase the depth of the experience

Love, sadness, strength and 🐷

#nft
#Regional revitalization"
73,73,2022-10-03 02:37:53+00:00,gotandagyosei,"実は、明治大学自動運転研究所の地方創生部門の研究員に名前を連ねていることもあって、ときどき対馬には行きます。本当に神秘的な島。

先日はワーケーションも兼ねて、対馬に行ってきましたが、地元以外にこれだけ好きな場所ってなかなか珍しいかも。 https://t.co/vuDIThljaz","In fact, I am a researcher in the Regional Revitalization Division of Meiji University's Autonomous Driving Research Institute, so I go to Tsushima from time to time. A truly mysterious island.

The other day, I went to Tsushima as part of a workation, and I think it's quite rare to find a place that I like so much other than my hometown. https://t.co/vuDIThljaz"
74,74,2022-10-02 22:49:51+00:00,tubaske,10/9の地方創生ライブの２部チケット、なかなか出回らないな。。,Tickets for the 2nd part of the local revitalization live on 10/9 are not readily available. .
75,75,2022-09-30 22:36:55+00:00,sannohe_aya,"@ninofku 江東区のキャッシュレスポイント還元事業の主な財源は地方創生臨時交付金です。

子育て支援に回して貰えず、行政側を問い詰めたのでよく覚えています…笑 https://t.co/0ghUNe4TsP","@ninofku The main source of funds for Koto Ward's cashless point return business is the temporary grant for regional revitalization.

I remember it well because I couldn't get it to support child care and questioned the administrative side ... lol https://t.co/0ghUNe4TsP"
76,76,2022-09-29 11:57:47+00:00,akikatsu_cmo,最近の戦略「和田を目立たせる」です。よろしければご覧くださいませ！ #空き家 #地方創生 #不動産,A recent strategy is to “Make Wada stand out”. Please take a look! #Empty house #Regional revitalization #Real estate
77,77,2022-09-26 06:43:48+00:00,kitakota_,#地方創生,#Regional revitalization
78,78,2022-09-26 05:49:27+00:00,kitakota_,"繋がってて、地域のことが大好きな全員に読んでいただきたい。

地域に必要な力は「寛容さ」僕らが大切にしてきた原点を教えてくださったのが、「地方創生のファクターX」でした。今回はそのPART2！

そして、何より気になるのが「遊びからの地方創生」ってところ。

読んだ皆さんと座談会やりたい！","I want everyone who is connected and loves the area to read it.

""Tolerance"" is the power that a region needs.It was ""Factor X for regional revitalization"" that taught us the starting point that we have valued. This time its PART2!

And above all, I'm worried about ""regional revitalization from play"".

I want to have a discussion with everyone who read it!"
79,79,2022-09-26 05:39:00+00:00,tubaske,"求: 10/9 地方創生ライブ　@unitedlab
２部公演　1枚","Request: 10/9 Regional Revitalization Live @unitedlab
2 part performance 1 ticket"
80,80,2022-09-17 00:05:26+00:00,COMAKI2014,"@kigyo_produce ほんと、沢山ありますよ✨
最近は高齢者福祉や地方創生などでも活用されていますし✨
引き続き、いろいろと情報交換させてください😊","@kigyo_produce There are really a lot of them ✨
Recently, it is also being used for welfare for the elderly and regional revitalization.
Please continue to share information with us."
81,81,2022-09-15 09:45:33+00:00,creampasta_game,"NFTを活用した地方創生、ロストテクノロジー対策事例！
応援してます🔥🔥🔥

#盆栽 #BONSAI #BONSAINFTFARM","Regional revitalization using NFT, case of lost technology countermeasures!
I'm rooting for you 🔥🔥🔥

#Bonsai #BONSAI #BONSAINTFARM"
82,82,2022-09-14 13:04:48+00:00,kinawa80078532,岡田直樹地方創生担当相 旧統一教会関連団体との関わり認める https://t.co/qCFa1jQAi5 @YouTubeより,"Naoki Okada, minister in charge of regional revitalization acknowledges involvement with former Unification Church-related groups https://t.co/qCFa1jQAi5 @YouTube"
83,83,2022-09-14 09:50:25+00:00,IIDA1982,"☆築100年の古民家をリニューアルしてカフェがニューオープン！@宮崎県高原町

地域を盛り上げたいという熱い想いから、ATLIKEが運営に関わってきた、宮崎県高原町の「たかはる古民家カフェ」が遂にオープンし、想いが“かたち”になりました。

https://t.co/RW3iKyx15x

#高原町 #地方創生 #古民家","☆Renovated a 100-year-old old house and opened a new cafe! @ Takahara Town, Miyazaki Prefecture

“Takaharu Kominka Café” in Takahara Town, Miyazaki Prefecture, which ATLIKE has been involved in managing, has finally opened with a passion to revitalize the region, and the idea has taken shape.

https://t.co/RW3iKyx15x

#Takahara town #Regional revitalization #Old house"
84,84,2022-09-14 09:16:30+00:00,ps_nobu,"当社もご一緒させて頂き、新潟の起業・創業、地域企業のDXに少しでも貢献させて頂こうと思います！

#dx #新潟 #kddi #地方創生","We would like to work with you and contribute to the DX of Niigata's entrepreneurs and local companies!

#dx #niigata #kddi #regional revitalization"
85,85,2022-09-12 08:25:46+00:00,arai_yusaku,"@eringi5656eri 地方創生、ばっちりです👌
是非是非お願いします〜♬

＼‼︎! 無料です !‼︎／","@eringi5656eri Regional revitalization is perfect👌
Please come by all means ~ ♬

\!! ︎! It's free!! ︎/"
86,86,2022-09-10 09:03:54+00:00,saito_kaiziren,"【拡散希望】

ついに実現！

昨日、政府より新たな物価高騰対策として介護•障害福祉事業を推奨メニューとする財源6000億円が追加決定

介事連として特に注力してきたロビー活動テーマです

地方創生臨時交付金を積みまし改めて自治体に配分されます

詳細は下記P22〜24参照
https://t.co/AX1YQsFNil https://t.co/Czq21vnMkR","[Diffusion request]

Finally realized!

Yesterday, the government decided to add 600 billion yen in financial resources to recommend nursing care and disability welfare projects as a new countermeasure against rising prices.

This is a lobby activity theme that Kajiren has been particularly focused on.

Extraordinary subsidies for regional revitalization will be accumulated and distributed to local governments again.

See pages 22-24 below for details
https://t.co/AX1YQsFNil https://t.co/Czq21vnMkR"
87,87,2022-09-07 09:00:20+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220807 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット）　ゲスト：大島優子（女優） (地方創生プログラム　ONE-J) https://t.co/C63p9qfhLo,#Nowplaying Regional Revitalization Program ONE-J 20220807 - Yuika Motokariya/Shinji Saito (Jungle Pocket) Guest: Yuko Oshima (Actress) (Regional Revitalization Program ONE-J) https://t.co/C63p9qfhLo
88,88,2022-09-07 02:32:25+00:00,tecco_master,"C Chanelさん, VAZさんとイベントやりますー🤗

C Channel × VAZ × ラグナロク 3社共催セミナー開催決定！【地方創生】SNSの最新活用事例大公開！＜9月14日(水)15:00〜Zoomにて無料開催＞ https://t.co/uC36vL4yHR @PRTIMES_JPより","I'm going to do an event with C Chanel and VAZ 🤗

C Channel × VAZ × Ragnarok 3 company co-sponsored seminar will be held! [Regional revitalization] The latest use cases of SNS are open to the public! <Free on September 14th (Wednesday) 15:00-Zoom> https://t.co/uC36vL4yHR @ PRTIMES_JP"
89,89,2022-09-06 01:05:21+00:00,SUKANEKI_VRC,"地方創生SDGs官民連携PF総会
閣僚も出席してるっぽい https://t.co/0h8V218SN9","Regional Revitalization SDGs Public-Private Partnership PF General Assembly
It seems that ministers are also attending https://t.co/0h8V218SN9"
90,90,2022-09-04 15:31:41+00:00,tubaske,"10/9 地方創生ライブin福岡
のチケットを譲ってくれる方募集。
明日か明後日、フォーマットに則って募集してみます。
#いぎなり東北産
#ばってん少女隊
#unitedlab","10/9 Regional Revitalization Live in Fukuoka
Looking for people to give away tickets.
Tomorrow or the day after tomorrow, I will try to recruit according to the format.
#Iginari from Tohoku
#batten girl corps
#unitedlab"
91,91,2022-09-04 12:02:24+00:00,tohtering,"美しい風景、温泉、食事、レジャーと那須塩原の良いところがふんだんに登場するのだが、ただの「町おこし」「地方創生」「ご当地PR」ではなく、なんちゅーか…なんだろな…
焦りや悩み、勝ち負けや強い弱いといった基準・考え方に囚われてしまっている若い世代の悶々とした、ヒリヒリ…ピリピリとした","Beautiful scenery, hot springs, food, leisure, and many good things about Nasushiobara appear, but it's not just ""town revitalization,"" ""regional revitalization,"" or ""local PR,"" but what is it?
The frustration, tingling, tingling of the younger generation who are caught up in standards and ways of thinking such as impatience, worries, winning and losing, strong and weak."
92,92,2022-08-29 10:59:30+00:00,da_sawa2222,"福島県初！柳津町が複業クラウドを導入しました😆
事業開発と広報誌制作アドバイザーの2職種で募集します✨福島県に思い入れがある方、自分のスキルを地方に活かしたいけれどこれまできっかけがなかった方、地方創生に関心がある方、エントリーをお待ちしております☺️
https://t.co/fPxAuQAyIS","Fukushima Prefecture's first! Yanaizu Town has introduced a multi-business cloud😆
We are looking for two positions: business development and public relations magazine production advisor ✨ Those who have a passion for Fukushima Prefecture, those who want to use their skills in the region but have not had a chance so far, those who are interested in regional revitalization, please enter We are waiting for you ☺️
https://t.co/fPxAuQAyIS"
93,93,2022-08-28 14:56:50+00:00,officeatsushi,"ウチの娘が東京に遊びに来ると帰りたくない。と言いますが。
そりゃ、若い世代が都会へ行きたがるのも仕方がない。
そこを何とかしなきゃならんの我々議員なんだけど。
地方創生、魅力的なまちづくり。
本当に難しい。","When my daughter comes to Tokyo to play, I don't want to go home. I say.
Well, it's no wonder the younger generation wants to go to the city.
We lawmakers have to do something about it.
Regional revitalization, attractive town development.
Really difficult."
94,94,2022-08-28 00:39:47+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220731 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット） (地方創生プログラム　ONE-J) https://t.co/KT4n65GNBM,#Nowplaying Regional Revitalization Program ONE-J 20220731 - Yuika Motokariya / Shinji Saito (Jungle Pocket) (Regional Revitalization Program ONE-J) https://t.co/KT4n65GNBM
95,95,2022-08-22 09:49:04+00:00,GunmaPref_koho,"【今日の山本知事】
岡田地方創生担当大臣と面会。
災害等のリスクの分散や地方経済の活性化に資する企業の本社機能の地方移転の促進などについて提言を行い、意見交換しました。

#群馬県 #群馬県知事 #山本一太 #今日の山本知事 https://t.co/cgzzzlUXQ5","[Today's Governor Yamamoto]
Meeting with Minister of State for Regional Revitalization Okada.
Proposals were made and opinions were exchanged on matters such as the dispersal of risks such as disasters and the promotion of the relocation of corporate headquarters functions to regional areas, which contributes to the revitalization of local economies.

#Gunma Prefecture #Gunma Prefecture Governor #Ichita Yamamoto #Today's Governor Yamamoto https://t.co/cgzzzlUXQ5"
96,96,2022-08-22 05:02:29+00:00,WorkationsApp,新しい技術と地方創生に興味のあるエンジニア by 株式会社MOLE https://t.co/1krO1CZ8NC #wantedly,Engineers interested in new technology and regional revitalization by MOLE Inc. https://t.co/1krO1CZ8NC #wantedly
97,97,2022-08-16 12:51:26+00:00,Koizumi,"スタジアムでサウナで地方創生！
めちゃくちゃ気持ちよさそうだった（僕はスタジアムいたのに予定ありで入れず、、、）
こういうカタチで鹿嶋や周辺地域の活性化やっていきたいですね！
https://t.co/Mgy5xoZVRc","Regional revitalization at the stadium and sauna!
It looked really good (I was at the stadium, but I had plans and couldn't get in...)
I want to revitalize Kashima and the surrounding areas in this way!
https://t.co/Mgy5xoZVRc"
98,98,2022-08-14 23:32:05+00:00,karosuke,"私も講師として登壇します！新しい働き方✖︎地方創生を実現するワーケーション。
参加無料の塾で学びませんか〜？","I will also be on stage as a lecturer! New way of working ✖︎ Worcation that realizes regional revitalization.
Would you like to learn at a cram school that is free to participate?"
99,99,2022-08-14 01:08:06+00:00,kyoujuhs,#Nowplaying 地方創生プログラム　ONE-J 20220717 - 本仮屋ユイカ／斉藤慎二（ジャングルポケット） (地方創生プログラム　ONE-J) https://t.co/ymxq3BhtiM,#Nowplaying Regional Revitalization Program ONE-J 20220717 - Motokariya Yuika / Saito Shinji (Jungle Pocket) (Regional Revitalization Program ONE-J) https://t.co/ymxq3BhtiM
100,100,2022-08-13 03:31:19+00:00,ceo_comix,地方創生サミット2022 地方自治体と企業による地域活性化 Day5 アーカイブ https://t.co/ukTSEIt1R3 @YouTubeより,Regional Revitalization Summit 2022 Regional Revitalization by Local Governments and Companies Day5 Archive https://t.co/ukTSEIt1R3 @YouTube
101,101,2022-08-13 03:31:02+00:00,ceo_comix,地方創生サミット2022 スポーツによる地方創生／地方自治体の取り組み Day4 アーカイブ https://t.co/ft8NV3ccl0 @YouTubeより,Regional Revitalization Summit 2022 Regional Revitalization through Sports / Local Government Efforts Day4 Archive https://t.co/ft8NV3ccl0 @YouTube
102,102,2022-08-06 09:53:21+00:00,syuhantei_n,"奈良の3酒蔵が同じ米で醸した「吉野正宗」2期目を応援購入サービス「Makuake」にて発売｜@SAKETIMESから https://t.co/iNf834L0LY
これ今更ながら飲みましたが地方創生として感じることが多々あって日本酒の文化としての幅を改めて感じました。","``Yoshino Masamune'' brewed with the same rice by 3 sake breweries in Nara will be released on the support purchase service ``Makuake'' | From @SAKETIMES https://t.co/iNf834L0LY
I drank this after a while, but there were many things that I felt as regional revitalization, and I felt the breadth of sake as a culture."
103,103,2022-08-03 06:50:26+00:00,cameraonozato,今年の下半期から、はじめましての皆さんと、ちょっと地方盛り上げましょうか！みたいな活動に参加しています。結構面白くてイイ感じです‼️#能古島#離島DX#新しい働き方LAB#地方創生,"From the second half of this year, let's liven up the region with everyone nice to meet you! I participate in activities like It's pretty interesting and feels good! ️ # Nokojima # remote island DX # new work style LAB # regional revitalization"
104,104,2022-07-29 05:17:10+00:00,FurusatoTrailer,"毎日かわるがわる売り子さんがインスタライブ配信中です！！
アーカイブからご覧にもなれます🍎

お店の商品の情報、実食レポを行っています☺️💭

是非ぜひフォローしてね☘️✨
インスタはこちら@furusatotrailer

#地方創生 #地方 #食レポ #お土産
#雪国物語 #ふるさと物語 #池袋 #表参道","Sellers who take turns every day are live-streaming on Instagram! !
You can also see it from the archive 🍎

Information on the products of the shop, we are reporting on actual food ☺️💭

Please follow us ☘️✨
Click here for Instagram @furusatotrailer

#Regional revitalization #regional #food report #souvenir
#Snow Country Story #Furusato Monogatari #Ikebukuro #Omotesando"
105,105,2022-07-29 03:08:20+00:00,FurusatoTrailer,"こんにちは🍉✨

今日の売り子さんは女優を目指して様々な活動をしているお二人です💕
左・あおいちゃん
右・ありさちゃん

このあとライブ配信もInstagramからするので是非こちらから遊びに来てね☺️
#ふるさと物語 #地方創生
#ご当地 #ご当地スイーツ https://t.co/BlIiZZ0nmF","Hello 🍉✨

Today's sellers are two people who are aiming to be actresses and are doing various activities 💕
Left: Aoi-chan
Right: Arisa-chan

After this, there will be a live stream on Instagram, so please come and visit us☺️
#Furusato story #Regional revitalization
# Local # Local Sweets https://t.co/BlIiZZ0nmF"
106,106,2022-07-27 15:55:12+00:00,OfficeCozy,"さいたま県のホテルを会場にトラック協会様の主催セミナーにてSDGs de 地方創生カードゲーム体験会を開催。ファシリテーターとして参加しました。みなさん一生懸命に行動されていました！皆さまありがとうございました。
#SDGs #埼玉県 https://t.co/0C0weFaJf0","An SDGs de regional revitalization card game experience event was held at a hotel in Saitama Prefecture at a seminar hosted by the Trucking Association. I participated as a facilitator. Everyone was working hard! Thank you all.
#SDGs #Saitama https://t.co/0C0weFaJf0"
107,107,2022-07-27 03:53:20+00:00,inubouz_P,"大抽選会では沢山の商品をご用意。

安禅寺骨董市では色んなお宝が出品！

ステージでは地方創生こまち【戦国舞将女】がお祭りを盛り上げます。

苔アートの展示と販売、苔アート体験もできます。
新しい苔アートの展示は仏像とのコラボ。

8月20日と21日は是非安禅寺夏祭りへ足をお運びください。","A lot of products are available at the big lottery.

Various treasures are on display at Anzenji Antique Market!

On the stage, the regional creation Komachi [Sengoku Dance Maiden] will liven up the festival.

You can also exhibit and sell moss art and experience moss art.
The new moss art exhibition is a collaboration with a Buddhist statue.

Please visit the Anzenji Summer Festival on August 20th and 21st."
108,108,2022-07-25 01:16:52+00:00,ceo_comix,【視聴者投票結果の発表】5日間で最も視聴者を惹きつけた最優秀ベストプレゼン決定！『地方創生サミット2022』 https://t.co/OBCH3aY0gz @PRTIMES_JPより,[Announcement of viewer voting results] The best presentation that attracted the most viewers in 5 days has been decided! “Regional Revitalization Summit 2022” https://t.co/OBCH3aY0gz From @PRTIMES_JP
109,109,2022-07-15 12:56:52+00:00,masahiro196531,地方創生,Regional revitalization
110,110,2022-07-15 10:47:45+00:00,MayukoMichigoe,"五日間に渡って行われた地方創生サミット、無事盛況のうちに終了！

地方の課題についてこんなにたくさんの方の話を聞け、考える機会になるイベントは初めてだったと思います。登壇いただいた自治体さん、そして運営の皆様！ありがとうございました。私もたくさんの刺激とエネルギーをいただきました。 https://t.co/RZFlU1qhEI","The regional revitalization summit held over five days ended successfully!

I think it was the first time for me to have an event that gave me the opportunity to listen to so many people and think about local issues. Municipalities who took the stage, and everyone in the operation! thank you very much. I also received a lot of stimulation and energy. https://t.co/RZFlU1qhEI"
111,111,2022-07-15 02:33:10+00:00,MayukoMichigoe,"地方創生サミット最終日！
今日の自治体セッションは以下です。

7/15（金）
13:55 ~ 14:15
これからを見据えたサステナブルツーリズムな地域最先端
　　
16:00 ~ 16:20
DX改革！自治体の取り組み最前線

攻めた取り組みをされてる地域のキーマンのお話、是非ご視聴ください！
https://t.co/oLYgzy6d0U https://t.co/XKmDakS4q6","Last day of Regional Revitalization Summit!
Today's local government session is below.

7/15 (Friday)
13:55 ~ 14:15
The cutting edge of sustainable tourism in the future
　　
16:00 ~ 16:20
DX Reform! Forefront of efforts by local governments

Please listen to the story of the key man in the area who is working hard!
https://t.co/oLYgzy6d0U https://t.co/XKmDakS4q6"
112,112,2022-07-14 23:35:18+00:00,szkn0331,"Defiと違くて地方創生や地方応援プロジェクトだとDAOって機能するんだよなぁ…やはりコスい金儲けでなくて善意や承認意向を基礎に据えると面白いものになるんだ。そして、やはり優先株的な設計を噛ませたらより良くなりそう。

DAO　トークン保有で組織運営：日本経済新聞
https://t.co/2PMJk6GBzY","Unlike Defi, DAO works well for regional revitalization and regional support projects... After all, it will be interesting if it is based on good intentions and approval intentions instead of costly money making. And it looks like it will be better if you bite the preferred stock design.

DAO Organization management with token ownership: Nihon Keizai Shimbun
https://t.co/2PMJk6GBzY"
113,113,2022-07-11 00:41:28+00:00,MayukoMichigoe,"本日より5日間開催！地方創生サミット2022｜今日の13:05からのオープニングセッションに登壇します。全プログラム公開！今回、オブザーバーとして自治体セッションをディレクションさせていただきました。無料で5日間出入り自由なので興味あるセッション聞いてみてください。
https://t.co/oLYgzy6d0U https://t.co/iCX2PWhLo6","It will be held for 5 days from today! Regional Revitalization Summit 2022 | I will be on stage at the opening session from 13:05 today. All programs released! This time, I directed the local government session as an observer. It's free to go in and out for 5 days, so please listen to the sessions that interest you.
https://t.co/oLYgzy6d0U https://t.co/iCX2PWhLo6"
114,114,2022-07-10 11:32:50+00:00,ShoeHiox,先ほどの投稿はリンクが先週になってました！すみません！本日放送分をradikoで聴いてね！地方創生プログラム　ONE-J | TBSラジオ https://t.co/gzXicLqdmc #radiko #山口県 #木下斉 #本仮屋ユイカ #斉藤慎二 #onej 場所: リュウスケカワムラ https://t.co/ISTS3t6ZrH,The previous post was linked last week! excuse me! Listen to today's broadcast on radiko! Regional Revitalization Program ONE-J | TBS Radio https://t.co/gzXicLqdmc #radiko #Yamaguchi Prefecture #Hitoshi Kinoshita #Yuika Motokariya #Shinji Saito #onej Location: Ryusuke Kawamura https://t.co/ISTS3t6ZrH
115,115,2022-07-07 20:13:10+00:00,ceo_comix,"公式セッション数26、及び、注目ツール＆サービス数30を一挙ご紹介！
公式セッションでは地方創生・SDGsへの理解を深められる/注目必須の最新ツールやトレンドの情報もあり/人口減少、東京一極集中における解決策

▼イベント視聴事前登録はこちら（1分で入力完了）https://t.co/1BtWNO7wrY
#地方創生 https://t.co/EIq2FZ4s3u","Introducing 26 official sessions and 30 notable tools and services!
In the official session, you can deepen your understanding of regional revitalization and SDGs / Information on the latest tools and trends that you must pay attention to / Solutions for population decline and overconcentration in Tokyo

▼ Click here for event viewing pre-registration (complete input in 1 minute) https://t.co/1BtWNO7wrY
# Regional revitalization https://t.co/EIq2FZ4s3u"
116,116,2022-07-07 00:12:47+00:00,ceo_comix,"公式セッション数26、及び、注目ツール＆サービス数30を一挙ご紹介！
公式セッションでは地方創生・SDGsへの理解を深められる/注目必須の最新ツールやトレンドの情報もあり/人口減少、東京一極集中における解決策

▼イベント視聴事前登録はこちら（1分で入力完了）
https://t.co/1BtWNO7wrY
#地方創生 https://t.co/Z5AIbfUVLS","Introducing 26 official sessions and 30 notable tools and services!
In the official session, you can deepen your understanding of regional revitalization and SDGs / Information on the latest tools and trends that you must pay attention to / Solutions for population decline and overconcentration in Tokyo

▼ Click here for event viewing pre-registration (complete input in 1 minute)
https://t.co/1BtWNO7wrY
# Regional revitalization https://t.co/Z5AIbfUVLS"
117,117,2022-07-06 05:42:30+00:00,ceo_comix,【やさしい解説】1200兆円規模の巨大マーケットの鍵を握る、地方創生を日本一わかりやすく解説 https://t.co/7MR2soKKuz @YouTubeより,"[Easy commentary] Japan's most easy-to-understand explanation of regional revitalization, which holds the key to a huge market of 1,200 trillion yen https://t.co/7MR2soKKuz @YouTube"
118,118,2022-07-05 23:22:25+00:00,ceo_comix,"地方創生サミット開催まであと5日！

▼イベント視聴事前登録はこちら（1分で入力完了）
https://t.co/1BtWNO7wrY https://t.co/uFiWX2jZqQ","5 days left until the regional revitalization summit!

▼ Click here for event viewing pre-registration (complete input in 1 minute)
https://t.co/1BtWNO7wrY https://t.co/uFiWX2jZqQ"
119,119,2022-07-05 02:19:54+00:00,akita_izatan,少子化、人口減少が著しく進んでる秋田県。地方創生、関係人口づくりの取り組み。最大のカギは県外在住者で作られる秋田県人会の若返り、新しい秋田のネットワークづくりです!秋田と全国を繋ぐプラットフォームづくりは必須!秋田県庁さんに2度問い合わせしたのですが連絡が返ってこない。なしてだ〜😭,"Akita Prefecture, where the declining birthrate and population are progressing remarkably. Efforts for regional revitalization and related population development. The biggest key is to rejuvenate the Akita Kenjinkai, which is made up of people living outside the prefecture, and to create a new Akita network! It is essential to create a platform that connects Akita and the rest of Japan! . Don't do it 😭"
